timestamp,open,high,low,close,volume,quote_volume
1759276800,113988.7,114045.0,113988.7,114039.0,114.672,13075254.3374
1759276860,114039.0,114166.6,114038.9,114116.4,332.542,37948557.8436
1759276920,114116.3,114120.0,114089.7,114112.9,94.812,10818863.699
1759276980,114112.9,114116.2,114096.3,114112.3,78.905,9003572.3926
1759277040,114112.4,114166.8,114090.8,114166.8,92.484,10552983.1299
1759277100,114166.8,114195.6,114156.9,114195.6,120.545,13763138.2403
1759277160,114195.5,114246.0,114184.4,114200.0,224.518,25643988.3388
1759277220,114200.1,114200.1,114154.3,114156.0,174.722,19950277.7644
1759277280,114156.0,114179.4,114126.3,114150.0,102.155,11660058.2237
1759277340,114150.0,114187.9,114136.5,114187.9,55.65,6352600.0657
1759277400,114187.9,114187.9,114149.2,114149.3,55.552,6342636.8079
1759277460,114149.3,114154.8,114128.4,114129.2,48.765,5566012.7935
1759277520,114129.2,114145.4,114121.8,114138.4,38.533,4397882.2671
1759277580,114138.4,114138.4,114077.4,114077.4,66.713,7612438.396
1759277640,114077.4,114098.1,114077.4,114098.1,31.032,3540229.2949
1759277700,114098.0,114123.1,114081.6,114081.6,55.179,6295766.9754
1759277760,114081.7,114102.3,114081.6,114081.8,50.085,5714086.0916
1759277820,114081.9,114100.0,114041.4,114041.4,47.089,5372038.3588
1759277880,114041.4,114080.0,114041.4,114079.9,57.592,6568878.0901
1759277940,114079.9,114097.1,114064.0,114097.0,34.761,3965418.6733
1759278000,114097.1,114122.8,114091.8,114100.0,42.581,4858569.273
1759278060,114100.0,114100.1,114046.5,114046.5,31.36,3577134.6314
1759278120,114046.6,114046.6,114016.7,114016.8,102.6,11700040.3042
1759278180,114016.7,114016.8,113902.4,113982.8,162.569,18526848.7606
1759278240,113982.9,113982.9,113899.7,113931.1,114.256,13018190.3266
1759278300,113931.1,113976.3,113931.1,113948.6,41.725,4754923.1247
1759278360,113948.6,113966.3,113905.4,113905.4,46.341,5280425.8375
1759278420,113905.5,113969.6,113899.4,113969.6,59.804,6812561.2801
