timestamp,open,high,low,close,volume,quote_volume
1759283760,4171.44,4172.37,4168.0,4170.5,3679.441,15344569.69411
1759283820,4170.5,4171.0,4168.0,4168.0,1098.585,4580373.94183
1759283880,4168.0,4168.81,4166.84,4167.72,1136.21,4735212.90766
1759283940,4167.73,4169.99,4167.72,4168.68,941.074,3923466.7504
1759284000,4168.68,4168.69,4166.27,4167.38,1645.461,6857853.05591
1759284060,4167.37,4168.93,4166.2,4167.49,975.535,4065686.36594
1759284120,4167.49,4168.02,4159.03,4159.93,7187.588,29917760.22159
1759284180,4159.93,4162.4,4159.46,4159.99,5297.392,22039991.26545
1759284240,4159.99,4165.33,4159.99,4164.28,1714.959,7137896.32797
1759284300,4164.28,4165.33,4161.11,4161.94,1534.573,6389473.16769
1759284360,4161.95,4163.46,4160.97,4162.24,1283.885,5344576.27448
1759284420,4162.25,4163.88,4161.49,4161.88,742.842,3092640.08614
1759284480,4161.89,4165.0,4161.89,4165.0,781.428,3253962.50228
1759284540,4165.0,4165.0,4162.91,4163.25,1016.764,4233919.81156
1759284600,4163.24,4164.35,4158.61,4159.76,1878.864,7816786.40661
1759284660,4159.76,4161.19,4159.74,4161.18,891.518,3709355.14522
1759284720,4161.19,4161.96,4160.17,4161.95,1117.914,4651906.77892
1759284780,4161.95,4162.9,4161.32,4161.36,588.084,2447643.39543
1759284840,4161.37,4162.09,4160.96,4161.33,602.31,2506652.59437
1759284900,4161.32,4161.87,4159.88,4160.51,1690.424,7033541.07997
1759284960,4160.51,4163.2,4158.78,4162.99,1141.227,4747831.96624
1759285020,4162.98,4165.88,4162.86,4165.65,720.567,3001068.46165
1759285080,4165.65,4167.7,4165.53,4167.69,713.285,2972049.37426
1759285140,4167.7,4167.7,4164.72,4166.27,863.068,3595875.12355
1759285200,4166.28,4166.77,4164.35,4164.35,916.3,3817176.70161
1759285260,4164.36,4166.99,4163.46,4166.91,731.126,3045006.66827
1759285320,4166.92,4167.67,4163.64,4165.75,889.433,3704687.10112
1759285380,4165.75,4167.25,4165.75,4167.0,650.407,2710167.18711
1759285440,4167.0,4167.8,4165.51,4165.51,727.682,3032328.2415
1759285500,4165.52,4166.97,4165.5,4165.9,340.147,1417045.70803
1759285560,4165.89,4166.5,4164.59,4164.59,852.541,3551231.45216
1759285620,4164.58,4165.4,4164.15,4165.33,1132.342,4716024.42052
1759285680,4165.33,4165.48,4164.32,4164.32,495.168,2062382.35494
1759285740,4164.32,4164.72,4164.03,4164.43,344.004,1432566.31525
1759285800,4164.44,4165.0,4162.31,4162.55,885.335,3686108.44536
1759285860,4162.54,4162.54,4158.52,4158.85,1537.63,6396280.68507
1759285920,4158.84,4160.64,4158.6,4160.64,931.309,3873621.938
1759285980,4160.63,4162.92,4160.63,4161.8,1066.276,4437640.92992
1759286040,4161.8,4162.13,4161.8,4161.99,260.557,1084431.42453
1759286100,4161.99,4162.23,4160.3,4160.59,1023.663,4259997.43748
1759286160,4160.59,4163.55,4160.58,4163.55,1546.403,6435908.71934
1759286220,4163.55,4163.99,4163.31,4163.65,1049.331,4369241.36611
1759286280,4163.66,4163.9,4162.88,4163.6,667.593,2779559.16175
1759286340,4163.59,4163.8,4162.95,4163.42,562.503,2341985.72647
1759286400,4163.41,4163.41,4159.0,4159.36,1110.37,4619999.84105
1759286460,4159.37,4160.93,4159.36,4159.85,622.801,2590903.77691
1759286520,4159.85,4160.02,4158.46,4158.85,713.284,2966579.02731
1759286580,4158.8,4159.12,4158.32,4158.86,782.55,3254369.92385
1759286640,4158.86,4158.98,4157.0,4157.24,1160.645,4825728.498
1759286700,4157.24,4157.25,4150.0,4152.63,6758.646,28069450.30758
1759286760,4152.63,4156.48,4152.63,4155.69,936.634,3892011.38917
1759286820,4155.68,4158.6,4155.68,4157.29,1224.235,5089982.98773
1759286880,4157.3,4157.51,4155.31,4156.62,1286.709,5348780.71385
1759286940,4156.62,4158.58,4156.51,4156.51,1100.63,4576441.64217
1759287000,4156.5,4156.5,4151.27,4151.73,1801.814,7482209.81408
1759287060,4151.72,4155.19,4150.79,4154.3,2112.491,8773319.13355
1759287120,4154.31,4156.38,4154.3,4156.17,1170.665,4865415.18691
1759287180,4156.17,4156.75,4153.86,4153.88,1033.136,4292740.56504
1759287240,4153.87,4154.5,4152.25,4154.49,1212.635,5036895.77482
1759287300,4154.49,4155.5,4152.79,4153.23,1043.771,4335954.73916
1759287360,4153.23,4154.13,4153.23,4153.68,705.7,2931293.59822
1759287420,4153.69,4153.69,4150.85,4151.01,2093.142,8690208.44187
1759287480,4151.01,4152.21,4151.0,4151.45,1302.855,5409213.1332
1759287540,4151.45,4151.99,4150.54,4150.99,3600.534,14946816.73226
1759287600,4151.0,4151.97,4149.0,4150.69,3772.667,15657239.51977
1759287660,4150.69,4150.71,4150.14,4150.23,1106.452,4592244.20575
1759287720,4150.22,4150.23,4147.32,4147.53,3286.621,13635713.0105
1759287780,4147.53,4148.66,4144.1,4148.59,2644.605,10965242.75282
1759287840,4148.59,4149.72,4145.0,4145.23,2543.541,10549602.55788
1759287900,4145.24,4145.98,4143.4,4145.75,3401.937,14101059.81355
1759287960,4145.75,4146.83,4144.55,4146.83,1035.183,4291799.85478
1759288020,4146.82,4147.87,4146.52,4146.86,1854.904,7692542.16104
1759288080,4146.86,4150.0,4146.86,4148.28,2839.683,11781064.47189
1759288140,4148.28,4149.32,4147.18,4147.19,1358.319,5635190.97854
1759288200,4147.19,4148.8,4146.09,4148.76,1455.288,6035253.46724
1759288260,4148.75,4150.0,4148.02,4149.4,1250.647,5188991.03577
1759288320,4149.4,4150.0,4149.18,4149.99,1070.488,4442020.71194
1759288380,4149.99,4150.0,4146.89,4148.28,996.37,4133493.39625
1759288440,4148.28,4148.57,4148.12,4148.55,868.585,3603280.17229
1759288500,4148.56,4149.16,4141.61,4148.5,5576.93,23115941.71933
1759288560,4148.5,4148.5,4145.46,4148.4,1202.124,4984890.38252
1759288620,4148.41,4149.58,4144.54,4144.94,2487.54,10314824.12251
1759288680,4144.95,4145.12,4142.6,4143.95,1793.648,7432724.73898
1759288740,4143.96,4145.89,4143.71,4145.88,983.382,4076288.72422
1759288800,4145.88,4148.92,4145.61,4146.38,805.607,3341049.10954
1759288860,4146.38,4146.38,4142.81,4143.37,842.561,3492085.95291
1759288920,4143.37,4144.81,4141.41,4142.07,5215.572,21604168.69092
1759288980,4142.06,4143.05,4138.42,4140.81,6462.565,26758390.63012
1759289040,4140.81,4144.6,4140.81,4144.6,2661.488,11024233.46667
1759289100,4144.6,4147.26,4144.09,4146.41,1511.0,6265207.68869
1759289160,4146.41,4147.7,4145.83,4145.84,698.548,2896900.98451
1759289220,4145.84,4146.4,4144.29,4144.59,609.095,2524661.24775
1759289280,4144.59,4144.59,4138.4,4140.34,4059.54,16806998.09781
1759289340,4140.34,4142.68,4138.75,4139.52,1563.354,6473696.99015
1759289400,4139.51,4143.45,4139.18,4143.18,1720.72,7126167.90259
1759289460,4143.17,4143.18,4140.4,4141.64,712.939,2952494.18357
1759289520,4141.65,4141.78,4139.87,4139.87,1106.849,4583293.58394
1759289580,4139.87,4141.4,4139.87,4140.85,470.4,1947871.46671
1759289640,4140.85,4144.3,4140.85,4144.29,756.808,3135227.32604
1759289700,4144.29,4146.99,4144.29,4145.86,1764.186,7313872.56959
1759289760,4145.86,4146.78,4144.96,4145.42,1134.376,4702688.15771
1759289820,4145.42,4145.42,4141.61,4142.78,1073.319,4446961.95031
1759289880,4142.78,4142.78,4141.0,4141.43,677.911,2807629.23112
1759289940,4141.44,4142.52,4141.44,4142.27,750.261,3107636.31858
1759290000,4142.27,4142.52,4141.04,4142.02,2915.55,12076545.59384
1759290060,4142.02,4142.23,4140.33,4140.34,909.269,3765516.42558
1759290120,4140.34,4140.34,4136.49,4139.0,3509.403,14524193.5642
1759290180,4138.99,4139.54,4134.05,4135.1,2961.714,12251664.27296
1759290240,4135.1,4136.72,4135.09,4136.0,1679.083,6944847.03724
1759290300,4136.01,4136.01,4131.12,4133.17,3854.495,15930377.94018
1759290360,4133.17,4133.17,4130.67,4131.47,2074.746,8572692.61447
1759290420,4131.47,4131.68,4130.0,4130.21,3385.792,13985738.39766
1759290480,4130.21,4133.19,4129.2,4133.18,3079.867,12721028.90042
1759290540,4133.19,4133.19,4128.0,4129.39,2263.478,9346684.01233
1759290600,4129.4,4130.63,4127.25,4130.16,3082.992,12729174.03723
1759290660,4130.17,4132.17,4130.11,4131.71,2869.043,11852898.12305
1759290720,4131.72,4133.02,4128.63,4128.96,3724.425,15382698.12048
1759290780,4128.96,4128.98,4127.22,4127.23,2965.414,12241773.07462
1759290840,4127.22,4128.84,4127.22,4128.13,2123.049,8764534.26751
1759290900,4128.13,4130.54,4127.09,4129.45,1418.723,5857611.56093
1759290960,4129.45,4129.87,4129.18,4129.18,670.28,2767933.67709
1759291020,4129.19,4129.19,4127.97,4127.97,488.174,2015472.5456
1759291080,4127.97,4128.29,4127.55,4127.79,1033.507,4266092.1767
1759291140,4127.79,4128.76,4126.05,4126.84,2531.281,10447778.86242
1759291200,4126.84,4132.52,4124.35,4132.52,4078.356,16833654.59011
1759291260,4132.51,4138.21,4132.51,4137.86,5750.064,23779754.70156
1759291320,4137.86,4141.0,4137.85,4139.7,3773.844,15624390.03462
1759291380,4139.71,4140.49,4136.41,4137.43,1595.49,6602232.07935
1759291440,4137.42,4138.58,4136.02,4138.58,1468.253,6074264.44599
1759291500,4138.58,4143.8,4138.58,4139.38,5391.785,22330710.23828
1759291560,4139.38,4144.8,4139.38,4142.75,3699.437,15328743.86801
1759291620,4142.75,4144.6,4142.69,4144.59,1695.744,7025853.34531
1759291680,4144.59,4145.29,4142.81,4143.13,2308.873,9568390.39141
1759291740,4143.13,4143.77,4139.55,4140.94,1844.943,7640419.83715
1759291800,4140.94,4140.94,4138.71,4140.57,1762.675,7297036.60063
1759291860,4140.58,4140.59,4138.29,4139.0,692.179,2865325.3525
1759291920,4138.99,4142.1,4138.99,4141.37,652.037,2700051.63662
1759291980,4141.36,4141.72,4138.9,4139.72,1731.497,7168804.08639
1759292040,4139.73,4140.64,4139.24,4139.83,726.061,3005772.03825
1759292100,4139.84,4143.55,4139.83,4142.74,769.821,3188683.22405
1759292160,4142.74,4142.74,4139.2,4139.95,692.891,2868760.87926
1759292220,4139.95,4142.24,4139.34,4142.24,934.768,3870313.56832
1759292280,4142.25,4146.66,4142.25,4146.23,1632.605,6768148.28024
1759292340,4146.24,4149.13,4146.0,4147.78,3838.66,15921138.10185
1759292400,4147.78,4148.24,4145.48,4145.74,1346.071,5581995.93439
1759292460,4145.75,4146.85,4141.83,4142.4,2454.419,10171401.61469
1759292520,4142.4,4144.46,4140.55,4141.66,3109.772,12879746.34273
1759292580,4141.66,4144.15,4141.13,4143.82,493.623,2044748.40717
1759292640,4143.83,4146.64,4143.82,4145.16,563.669,2336785.93043
1759292700,4145.17,4147.27,4145.05,4145.06,1098.102,4552633.79733
1759292760,4145.06,4145.72,4144.74,4144.8,684.803,2838754.83454
1759292820,4144.79,4144.79,4143.0,4143.31,578.235,2395974.92803
1759292880,4143.31,4144.53,4142.74,4143.99,686.103,2843065.49713
1759292940,4143.99,4148.49,4143.98,4148.49,1178.819,4888663.92708
1759293000,4148.49,4152.81,4148.48,4149.18,4802.112,19934010.11077
1759293060,4149.18,4149.72,4147.28,4148.58,1284.187,5327477.67142
1759293120,4148.58,4155.0,4148.58,4154.33,4665.804,19378143.87511
1759293180,4154.33,4155.0,4150.5,4151.26,2396.139,9950030.17586
1759293240,4151.27,4151.27,4143.0,4143.52,5788.656,24005625.46778
1759293300,4143.51,4146.0,4143.15,4144.29,940.761,3899057.94405
1759293360,4144.29,4148.38,4144.29,4147.67,820.642,3402917.01979
1759293420,4147.66,4151.43,4147.34,4150.76,1160.963,4817426.76475
1759293480,4150.76,4150.76,4147.32,4147.32,730.623,3030805.30781
1759293540,4147.33,4147.33,4143.28,4143.5,593.322,2459195.56248
1759293600,4143.5,4144.37,4142.62,4144.04,804.324,3332667.8756
1759293660,4144.05,4147.02,4143.94,4146.36,541.33,2244208.60309
1759293720,4146.35,4147.78,4145.95,4146.33,532.566,2208378.39894
1759293780,4146.34,4146.84,4145.0,4145.01,661.269,2741677.31018
1759293840,4145.0,4145.28,4143.83,4144.7,514.613,2132830.74056
1759293900,4144.71,4145.44,4143.54,4143.92,895.521,3711383.07613
1759293960,4143.93,4146.53,4143.93,4146.53,572.236,2372299.64637
1759294020,4146.53,4149.91,4146.53,4149.02,843.943,3500891.23524
1759294080,4149.02,4149.27,4145.77,4145.77,452.998,1878972.65935
1759294140,4145.77,4147.43,4143.63,4147.43,642.415,2662911.64175
1759294200,4147.43,4147.43,4144.48,4144.63,722.708,2996417.29752
1759294260,4144.62,4145.72,4143.62,4145.72,986.613,4088876.75067
1759294320,4145.72,4145.72,4142.71,4143.26,682.593,2828416.27653
1759294380,4143.25,4143.25,4138.0,4139.3,2276.273,9422767.25406
1759294440,4139.31,4139.58,4137.72,4138.59,2178.411,9015473.04549
1759294500,4138.6,4139.23,4138.25,4139.22,641.405,2654546.13169
1759294560,4139.23,4139.47,4134.99,4135.55,3720.017,15388393.50407
1759294620,4135.55,4137.45,4134.28,4137.45,2431.329,10054164.0061
1759294680,4137.45,4138.47,4137.35,4137.79,958.039,3964446.77828
1759294740,4137.78,4138.47,4137.29,4138.47,730.452,3022500.34275
1759294800,4138.47,4140.71,4138.47,4140.38,1591.968,6590606.22951
1759294860,4140.38,4142.16,4137.79,4139.94,970.34,4017434.23524
1759294920,4139.96,4143.72,4139.96,4140.5,1578.622,6539290.41225
1759294980,4140.5,4141.96,4139.73,4139.85,865.171,3582241.67906
1759295040,4139.86,4141.86,4139.51,4140.99,678.255,2808481.04844
1759295100,4140.99,4143.0,4140.98,4142.06,922.44,3820528.34463
1759295160,4142.06,4142.27,4141.56,4141.88,275.272,1140158.21457
1759295220,4141.88,4146.87,4141.88,4145.35,1823.712,7559039.22709
1759295280,4145.34,4147.77,4145.16,4146.85,1337.013,5544582.51287
1759295340,4146.86,4149.81,4146.85,4149.07,1953.286,8104151.40696
1759295400,4149.06,4149.37,4147.94,4149.37,587.624,2437898.15862
1759295460,4149.37,4154.0,4149.36,4152.7,2496.37,10365491.43781
1759295520,4152.71,4154.95,4152.71,4153.92,2161.398,8978450.86499
1759295580,4153.91,4154.25,4150.3,4150.53,957.758,3976947.59064
1759295640,4150.52,4150.53,4145.95,4147.59,3369.001,13973369.21464
1759295700,4147.6,4148.6,4145.96,4146.85,1282.94,5320040.31302
1759295760,4146.84,4148.28,4146.01,4148.28,485.636,2013897.6492
1759295820,4148.28,4148.28,4146.18,4146.31,663.409,2751092.91574
1759295880,4146.32,4149.48,4144.54,4148.89,787.869,3266946.81373
1759295940,4148.9,4155.93,4148.48,4153.94,6390.714,26539427.59408
1759296000,4153.94,4153.95,4150.41,4150.41,777.693,3229105.39881
1759296060,4150.41,4150.42,4146.04,4147.74,900.109,3733399.99508
1759296120,4147.75,4149.56,4147.22,4148.96,887.093,3680017.52164
1759296180,4148.96,4150.93,4146.71,4146.71,1957.868,8125673.4659
1759296240,4146.72,4147.36,4145.19,4146.79,637.544,2643378.38733
1759296300,4146.79,4147.67,4143.43,4144.04,2281.38,9456316.431
1759296360,4144.04,4145.79,4142.0,4145.79,2898.322,12009705.84623
1759296420,4145.8,4146.27,4145.0,4145.34,588.367,2439195.3747
1759296480,4145.34,4145.34,4143.75,4144.14,439.343,1820891.27009
1759296540,4144.13,4147.01,4144.13,4146.37,458.463,1900792.7942
1759296600,4146.37,4146.4,4144.98,4145.06,448.531,1859529.62989
1759296660,4145.07,4145.07,4142.49,4143.7,754.549,3126304.03915
1759296720,4143.71,4146.23,4142.33,4146.23,642.564,2662757.64166
1759296780,4146.24,4148.29,4146.24,4146.94,537.438,2229069.08655
1759296840,4146.94,4150.74,4146.94,4150.23,1963.31,8147391.12785
1759296900,4150.24,4150.93,4147.77,4148.52,2822.826,11715549.50632
1759296960,4148.52,4150.93,4148.51,4150.2,1424.462,5912020.25848
1759297020,4150.2,4151.01,4150.2,4150.26,453.151,1880878.54247
1759297080,4150.26,4151.62,4150.25,4151.47,439.443,1824123.94203
1759297140,4151.47,4151.48,4149.3,4150.86,630.037,2614838.04465
1759297200,4150.85,4151.65,4150.08,4150.13,592.534,2459635.28913
1759297260,4150.13,4150.13,4148.55,4149.24,701.936,2912575.91191
1759297320,4149.24,4150.0,4148.55,4148.56,383.049,1589411.97608
1759297380,4148.56,4149.84,4147.81,4149.83,288.534,1196977.14955
1759297440,4149.84,4149.84,4148.54,4149.32,184.111,763904.45362
1759297500,4149.31,4150.43,4147.84,4147.99,431.228,1789145.16972
1759297560,4147.99,4147.99,4147.03,4147.06,307.103,1273651.20813
1759297620,4147.07,4149.73,4147.06,4149.41,1402.094,5816680.74925
1759297680,4149.4,4150.84,4148.21,4148.49,422.587,1753490.39235
1759297740,4148.48,4150.5,4148.0,4149.4,372.346,1545098.95078
1759297800,4149.4,4150.43,4148.0,4148.16,581.19,2411455.14107
1759297860,4148.15,4148.31,4146.08,4148.0,563.503,2336832.7888
1759297920,4148.0,4148.0,4146.1,4148.0,393.275,1630911.65186
1759297980,4147.99,4148.98,4146.11,4148.4,1191.318,4940624.82688
1759298040,4148.4,4148.4,4146.0,4146.3,1074.574,4456445.45005
1759298100,4146.29,4147.27,4145.07,4145.13,893.369,3704174.99419
1759298160,4145.13,4145.51,4143.65,4144.04,913.268,3785171.77423
1759298220,4144.03,4144.7,4143.54,4144.07,909.087,3767268.3424
1759298280,4144.07,4144.99,4142.06,4142.31,1358.207,5627065.78836
1759298340,4142.3,4142.8,4142.0,4142.37,1539.106,6375394.31837
1759298400,4142.36,4142.92,4137.34,4138.36,5587.295,23128844.59956
1759298460,4138.35,4145.38,4135.8,4144.05,6379.084,26414681.61358
1759298520,4144.05,4144.99,4140.52,4140.52,1583.721,6562061.48946
1759298580,4140.52,4141.41,4138.39,4140.65,1188.407,4919993.93106
1759298640,4140.65,4142.73,4139.6,4140.19,1199.755,4968012.04104
1759298700,4140.19,4141.52,4139.4,4139.62,815.745,3377535.97023
1759298760,4139.61,4141.93,4138.2,4139.53,1763.237,7299026.33123
1759298820,4139.53,4140.46,4138.9,4139.57,940.77,3894578.58469
1759298880,4139.57,4142.0,4137.74,4138.17,2349.274,9725745.8637
1759298940,4138.17,4138.28,4132.46,4138.28,6337.145,26204531.53781
1759299000,4138.28,4139.64,4134.47,4136.89,3689.493,15260698.0054
1759299060,4136.9,4137.8,4136.79,4136.79,702.237,2905387.2247
1759299120,4136.77,4137.94,4136.77,4137.93,262.508,1086123.45631
1759299180,4137.93,4140.0,4137.93,4140.0,349.877,1448120.9245
1759299240,4140.0,4140.0,4138.8,4139.73,417.581,1728547.35299
1759299300,4139.72,4139.91,4136.51,4136.52,597.22,2471861.00466
1759299360,4136.51,4138.27,4136.51,4137.97,594.811,2460943.05893
1759299420,4137.97,4144.1,4137.97,4143.54,2771.026,11476249.76976
1759299480,4143.53,4144.34,4140.6,4140.6,1021.383,4231547.38701
1759299540,4140.58,4140.59,4138.2,4138.47,471.524,1951800.49595
1759299600,4138.48,4138.48,4134.89,4136.2,2671.86,11052701.45746
