timestamp,coin,action,direction,pattern,timeframe,entry_price,exit_price,stop_loss,take_profit,position_size,probability,strength,exit_reason,pnl_usdt,total_pnl,hedging_used
2025-11-23 13:20:00,ETHUSDT,CLOSE,long,ascending_triangle,1min,2812.73,2832.77495,2815.5427299999997,2868.9846000000002,0,0.886453,0.886453,trailing_stop,8.737844768863113,8.737844768863113,yes
2025-11-23 13:21:00,BTCUSDT,OPEN,long,ascending_triangle,1min,86815.22,,86381.1439,88551.52440000001,0.011187481876065573,0.50720274,0.50720274,,0.0,0.0,no
2025-10-01 00:35:45,BTCUSDT,OPEN,long,ascending_triangle,15s,114127.3,,113214.2816,115496.8276,0.0005257287257299524,0.7941914,0.7941914200782776,,0.0,0.0,no
2025-10-01 00:36:00,BTCUSDT,OPEN,long,ascending_triangle,15s,114102.7,,113189.8784,115471.9324,0.00036793169662067596,0.7919657,0.7919657230377197,,0.0,0.0,no
2025-10-01 00:51:30,BTCUSDT,OPEN,long,ascending_triangle,15s,113990.7,,113078.7744,115358.5884,0.0002576947540457248,0.683524,0.6835240125656128,,0.0,0.0,no
2025-10-01 00:35:45,ETHUSDT,OPEN,long,ascending_triangle,15s,4137.27,,4104.17184,4186.917240000001,0.014502316745100028,0.6137957,0.6137956976890564,,0.0,0.0,no
2025-10-01 00:56:15,ETHUSDT,OPEN,long,ascending_triangle,15s,4142.0,,4108.864,4191.704,0.010135683244809271,0.7851815,0.7851815223693848,,0.0,0.0,no
2025-10-01 00:56:30,ETHUSDT,OPEN,long,ascending_triangle,15s,4143.39,,4110.242880000001,4193.110680000001,0.0070895584050741055,0.7714862,0.771486222743988,,0.0,0.0,no
2025-10-01 01:54:45,ETHUSDT,PARTIAL_CLOSE,long,ascending_triangle,15s,4137.27,4170.84,4141.40727,4186.917240000001,0.007251158372550014,0.6137957,0.6137956976890564,partial_tp_0.8%,0.24342138656650186,0.18317796517993537,no
2025-10-01 08:27:15,BTCUSDT,PARTIAL_CLOSE,long,ascending_triangle,15s,113990.7,114921.1,114104.69069999998,115358.5884,0.0001288473770228624,0.683524,0.6835240125656128,partial_tp_0.8%,0.1198795995820723,0.09038491458249022,no
2025-10-01 08:28:00,BTCUSDT,PARTIAL_CLOSE,long,ascending_triangle,15s,114102.7,115016.4,114216.80269999999,115471.9324,0.00018396584831033798,0.7919657,0.7919657230377197,partial_tp_0.8%,0.16808959560115527,0.21632442058804435,no
2025-10-01 08:30:00,BTCUSDT,PARTIAL_CLOSE,long,ascending_triangle,15s,114127.3,115051.0,114241.4273,115496.8276,0.0002628643628649762,0.7941914,0.7941914200782776,partial_tp_0.8%,0.24280781197837775,0.3988894247544437,no
